workerid,proliferate.condition,attention,comments,id,response,sentence_a,sentence_b,shift_a,shift_b,slide_number_in_experiment,error
115,Group 16,,,207,7,John sells small apartments with balconies in downtown to students with jobs at the campus in the city.,John sells students with jobs at the campus in the city small apartments with balconies in downtown.,0,1,25,
115,Group 16,,,225,6,John constructed a big green boat with powered engines for driving on the water for the injured homeless citizens without shelter in a city in the Midwest.,John constructed the injured homeless citizens without shelter in a city in the Midwest a big green boat with powered engines for driving on the water.,0,1,26,
115,Group 16,,,439,6,John takes apart the old television remote for the television.,John takes the old television remote for the television apart.,0,1,27,
115,Group 16,,,259,6,Janet negotiatied about a large generous raise for the budget for her project during the dedicated internal meeting.,Janet negotiatied during the dedicated internal meeting about a large generous raise for the budget for her project.,0,1,28,
115,Group 16,0,,attention,,,,,,29,
38,Group 16,,,example1,3,,,,,2,
38,Group 16,,,example2,6,,,,,3,
38,Group 16,,Sentence A sounds like john is selling wealthy students rather than apartments ,246,7,John sells cheap apartments on the main street to wealthy students at the campus in the city.,John sells wealthy students at the campus in the city cheap apartments on the main street.,0,1,5,
38,Group 16,,Having ‘out’ at the beginning of the sentence makes more sense than having it at the end,435,7,John put out a formal statement on the website for the press.,John put a formal statement on the website for the press out.,0,1,6,
38,Group 16,,Sentence B makes more sense grammatically ,207,7,John sells small apartments with balconies in downtown to students with jobs at the campus in the city.,John sells students with jobs at the campus in the city small apartments with balconies in downtown.,0,1,7,
38,Group 16,,,428,7,John gave up the race.,John gave the race up.,0,1,8,
38,Group 16,0,,attention,,,,,,9,
38,Group 16,,,317,7,Janet argued about the failing project for the paper with her assigned economics team for stock predictions in the company.,Janet argued with her assigned economics team for stock predictions in the company about the failing project for the paper.,1,0,10,
38,Group 16,,,448,5,John put out the massive hot fire from the cinders.,John put the massive hot fire from the cinders out.,1,0,11,
38,Group 16,,,241,6,John mailed the documents with his full name to his sweet roommate.,John mailed his sweet roommate the documents with his full name.,1,0,12,
38,Group 16,,,116,4,Melissa made in her kitchen a cake in green frosting with pink bows.,Melissa made a cake in green frosting with pink bows in her kitchen.,1,0,13,
38,Group 16,0,,attention,,,,,,14,
38,Group 16,,,49,1,Melissa made for the party vegan muffins with white frosting with egg substitute.,Melissa made vegan muffins with white frosting with egg substitute for the party.,0,1,15,
38,Group 16,,,259,2,Janet negotiatied about a large generous raise for the budget for her project during the dedicated internal meeting.,Janet negotiatied during the dedicated internal meeting about a large generous raise for the budget for her project.,0,1,16,
38,Group 16,,,225,6,John constructed a big green boat with powered engines for driving on the water for the injured homeless citizens without shelter in a city in the Midwest.,John constructed the injured homeless citizens without shelter in a city in the Midwest a big green boat with powered engines for driving on the water.,0,1,17,
38,Group 16,,,253,7,Janet chatted inside the American seafood restaurant with her professor in the biology department at the university.,Janet chatted with her professor in the biology department at the university inside the American seafood restaurant.,0,1,18,
38,Group 16,0,,attention,,,,,,19,
38,Group 16,,,324,5,Janet talked about the failing project for the analysis for the paper with her new assigned economics team for stock predictions.,Janet talked with her new assigned economics team for stock predictions about the failing project for the analysis for the paper.,1,0,20,
38,Group 16,,,405,2,John put on a green rain jacket with a hood with fleece lining.,John put a green rain jacket with a hood with fleece lining on.,1,0,21,
38,Group 16,,,438,1,John carries out his detailed plan to recover from getting fired.,John carries his detailed plan to recover from getting fired out.,1,0,22,
38,Group 16,,,436,1,John cleans up the food mess in the living room.,John cleans the food mess in the living room up.,1,0,23,
38,Group 16,0,,attention,,,,,,24,
38,Group 16,,,30,1,Melissa baked for the party a multilevel blue cake with her name.,Melissa baked a multilevel blue cake with her name for the party.,0,1,25,
38,Group 16,,,403,4,John backs up his fast car for racing from Germany.,John backs his fast car for racing from Germany up.,0,1,26,
38,Group 16,,,439,5,John takes apart the old television remote for the television.,John takes the old television remote for the television apart.,0,1,27,
38,Group 16,,,361,7,Janet talked about a large generous raise for her project during the dedicated meeting for speaking with HR for organized projects.,Janet talked during the dedicated meeting for speaking with HR for organized projects about a large generous raise for her project.,0,1,28,
38,Group 16,0,,attention,,,,,,29,
87,Group 16,,,example1,2,,,,,2,
87,Group 16,,,example2,6,,,,,3,
87,Group 16,,,246,6,John sells cheap apartments on the main street to wealthy students at the campus in the city.,John sells wealthy students at the campus in the city cheap apartments on the main street.,0,1,5,
87,Group 16,,,405,7,John put on a green rain jacket with a hood with fleece lining.,John put a green rain jacket with a hood with fleece lining on.,0,1,6,
87,Group 16,,,439,6,John takes apart the old television remote for the television.,John takes the old television remote for the television apart.,0,1,7,
87,Group 16,,,207,7,John sells small apartments with balconies in downtown to students with jobs at the campus in the city.,John sells students with jobs at the campus in the city small apartments with balconies in downtown.,0,1,8,
87,Group 16,0,,attention,,,,,,9,
87,Group 16,,,436,3,John cleans up the food mess in the living room.,John cleans the food mess in the living room up.,1,0,10,
87,Group 16,,,225,2,John constructed a big green boat with powered engines for driving on the water for the injured homeless citizens without shelter in a city in the Midwest.,John constructed the injured homeless citizens without shelter in a city in the Midwest a big green boat with powered engines for driving on the water.,1,0,11,
87,Group 16,,,116,6,Melissa made in her kitchen a cake in green frosting with pink bows.,Melissa made a cake in green frosting with pink bows in her kitchen.,1,0,12,
87,Group 16,,,435,5,John put out a formal statement on the website for the press.,John put a formal statement on the website for the press out.,1,0,13,
87,Group 16,0,,attention,,,,,,14,
87,Group 16,,,324,5,Janet talked about the failing project for the analysis for the paper with her new assigned economics team for stock predictions.,Janet talked with her new assigned economics team for stock predictions about the failing project for the analysis for the paper.,0,1,15,
87,Group 16,,,438,6,John carries out his detailed plan to recover from getting fired.,John carries his detailed plan to recover from getting fired out.,0,1,16,
87,Group 16,,,253,5,Janet chatted inside the American seafood restaurant with her professor in the biology department at the university.,Janet chatted with her professor in the biology department at the university inside the American seafood restaurant.,0,1,17,
87,Group 16,,,448,2,John put out the massive hot fire from the cinders.,John put the massive hot fire from the cinders out.,0,1,18,
87,Group 16,0,,attention,,,,,,19,
87,Group 16,,,30,3,Melissa baked for the party a multilevel blue cake with her name.,Melissa baked a multilevel blue cake with her name for the party.,1,0,20,
